Contributors,Currency,Age,Relationship,Children,Additional Children,Amount to retire,FI rate,Retire age,Wage
1,United States Dollars (USD),31-35,"Single, never married",,,,,31-35,150000.0
1,United States Dollars (USD),41-45,"Single, never married",1.0,0.0,2500000.0,79.0,46-50,381000.0
2,United States Dollars (USD),26-30,Married,,1.0,5000000.0,40.0,41-45,485000.0
2,United States Dollars (USD),46-50,Married,,,3000000.0,67.0,51-55,204000.0
2,United States Dollars (USD),51-55,Married,,,,,,
1,United States Dollars (USD),26-30,"Single, never married",,2.0,2000000.0,30.0,51-55,250000.0
1,United States Dollars (USD),36-40,Widowed - Remarried,2.0,0.0,2000000.0,28.0,41-45,130000.0
2,United States Dollars (USD),31-35,Married,1.0,2.0,1000000.0,20.0,51-55,125000.0
1,British Pound Sterling (GBP),46-50,Married,1.0,,910000.0,50.0,56-60,91000.0
1,United States Dollars (USD),36-40,"Single, never married",,,2000000.0,75.0,36-40,184000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,1500000.0,40.0,51-55,
1,United States Dollars (USD),36-40,"Single, never married",,,1500000.0,40.0,51-55,296000.0
2,United States Dollars (USD),31-35,Married,,,1500000.0,80.0,31-35,410000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,Undecided,370000.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,Married,5.0,0.0,5000000.0,30.0,56-60,175000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
2,United States Dollars (USD),46-50,Married,2.0,0.0,6000000.0,85.0,56-60,250000.0
2,United States Dollars (USD),31-35,Married,,2.0,3000000.0,39.0,36-40,315000.0
